composition,band_gap,minimum AtomicVolume,mean AtomicVolume,avg_dev AtomicVolume,range AtomicVolume,mean AtomicWeight,avg_dev AtomicWeight,range AtomicWeight,minimum MolarVolume,mean MolarVolume,avg_dev MolarVolume,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mean CovalentRadius,maximum Density,mean Density,avg_dev Density,range Density,avg_dev Column,maximum Electronegativity,mean Electronegativity,avg_dev Electronegativity,mean ElectronAffinity,avg_dev ElectronAffinity,range ElectronAffinity,avg_dev FirstIonizationEnergy,mean BoilingT,mean MeltingT,avg_dev MeltingT,range MeltingT,minimum ThermalConductivity,avg_dev ThermalConductivity,range ThermalConductivity,mode ThermalConductivity,minimum LogThermalConductivity,mean LogThermalConductivity,avg_dev LogThermalConductivity,range LogThermalConductivity,mode LogThermalConductivity,mean HeatVaporization,range HeatVaporization,mode HeatVaporization,mean HeatFusion,range HeatFusion,mean FusionEnthalpy,avg_dev FusionEnthalpy,mean GSbandgap,minimum GSenergy_pa,mean GSenergy_pa,avg_dev GSenergy_pa,range GSenergy_pa,avg_dev GSestBCClatcnt,mean GSestFCClatcnt,maximum NUnfilled,mean NUnfilled,avg_dev NUnfilled,avg_dev NValence,mean NdValence,avg_dev NdValence,maximum NfUnfilled,mean NpUnfilled,avg_dev NpUnfilled,avg_dev NpValence,maximum ZungerPP-r_sigma,mean ZungerPP-r_sigma
Ag0.1Cd0.8In2.1Te4,0.29,17.0756479498908,29.93884602666145,4.591820223869427,16.881040772656398,121.74763142857144,6.688421224489792,19.7318,10.27,18.05185714285714,2.752163265306123,153.94285714285712,11.186122448979576,139.9857142857143,10490.0,6897.142857142857,751.0204081632653,4250.0,1.6326530612244898,2.1,1.9547142857142856,0.1660408163265307,119.15,81.38428571428572,190.2,1.3530817959183676,1577.7142857142858,627.4262857142858,126.19577959183673,805.1800000000001,3.0,46.33469387755103,427.0,3.0,0.477121255,1.1114654774285715,0.7249648256326531,2.156347201,0.477121255,111.5,207.0,48.0,11.789871428571429,14.089,11.789871428571429,6.388718367346938,0.2651428571428572,-3.14130250667,-2.7273961255257144,0.4741215051498776,2.32912828167,0.2684363390857142,4.884831385728572,5.0,2.657142857142857,1.405714285714286,1.6326530612244898,10.0,0.0,0.0,2.642857142857143,1.4142857142857144,1.616326530612245,2.375,1.8563571428571424
Cd3As2,0.14,21.580025455795,21.6376015683482,0.0690913350638396,0.1439402813829993,97.41524,17.994912000000003,37.4894,12.95,12.98,0.0240000000000001,182.8,13.439999999999998,134.0,8650.0,7480.8,1403.04,2923.0,1.44,2.18,1.886,0.2352,31.2,37.44,78.0,0.3814944000000008,978.8,792.5319999999999,237.9744,495.78,50.0,22.56,47.0,97.0,1.698970004,1.871651042,0.1381448304,0.28780173,1.986771734,72.96000000000001,67.6,100.0,13.502,18.23,13.502,8.7504,0.0,-4.650889115,-2.347660181,1.8425831472,3.83871489,0.0714061560000001,4.347265232,3.0,1.2,1.44,1.44,10.0,0.0,0.0,1.2,1.44,1.44,2.215,1.895
In1Sb1,0.25,26.0826581603887,28.137040802088897,2.054382641700199,4.108765283400398,118.289,3.471000000000004,6.942000000000007,15.76,16.975,1.2150000000000007,152.5,13.5,140.5,7310.0,7003.5,306.5,613.0,1.0,2.05,1.915,0.1349999999999999,66.05,37.150000000000006,74.30000000000001,1.411015,2102.5,666.765,237.015,474.03,24.0,29.0,58.0,24.0,1.380211242,1.647012547,0.2668013050000001,0.5336026100000002,1.380211242,149.0,162.0,68.0,11.5405,16.499,11.5405,8.2495,0.0,-4.11736234,-3.39208215,0.7252801899999999,1.4505603799999998,0.1671321320000001,4.8059056705,5.0,4.0,1.0,1.0,10.0,0.0,0.0,4.0,1.0,1.0,2.05,1.9075
Tl1In1S2,2.3,26.0826581603887,27.264156577659826,0.6883599916241874,2.5582184005195003,95.832825,63.767825,172.3183,15.53,16.009999999999998,0.6049999999999991,118.25,48.25,124.25,11850.0,5770.0,3810.0,9890.0,1.5,2.58,2.14,0.44,112.025,87.975,180.8,2.206366500000001,1381.61,445.8675,65.56625,188.64,0.205,31.8975,81.795,0.205,-0.688246139,0.5500198515000001,1.2382659905,2.602059991,-0.688246139,103.65,220.2,9.8,2.71875,2.4210000000000003,2.71875,0.99775,1.101,-4.09721671875,-3.283478231875,0.8137384868750002,1.82453918875,0.034771833375,4.682951909,5.0,3.5,1.5,7.0,5.0,5.0,0.0,3.5,1.5,1.5,2.235,1.62125
Na2Pt1I6O18,2.4,15.3604635067342,12407.768120847864,8245.90539418872,18576.836702982662,47.79553920592593,46.06978115248285,179.0846,9.09,19.38703703703704,3.465459533607683,47.51851851851852,47.35802469135802,92.22222222222224,21090.0,1951.54525925926,2745.865421124829,21088.571,2.4197530864197527,3.44,3.0377777777777784,0.536296296296296,171.11481481481482,57.68120713305898,242.4,2.0058240987654323,399.09629629629626,225.5792592592593,227.7056790123457,1986.6,0.02658,23.15084411522633,139.97342,0.02658,-1.575445023,-0.8998127333333334,0.9008430528888888,3.721573059,-1.575445023,32.30296296296296,486.59,3.41,2.885,21.955,2.885,3.595555555555555,0.236,-6.02850968,-3.822357823765185,1.40933076433048,4.76826829667,0.6777531937942386,3.953126241407408,2.0,1.7037037037037035,0.4170096021947874,4.801097393689986,2.555555555555556,3.786008230452675,0.0,1.5555555555555556,0.5925925925925926,0.8395061728395061,2.7,0.9585185185185184
K6Nb1.07Ta2.93S22,1.88,18.0021329803168,35.15282485870568,15.260639934139586,57.8457317027611,49.05021609375,27.0866406640625,148.88288,10.83,20.64620625,9.48517265625,119.6875,68.3203125,131.299375,16650.0,3319.075,2792.3812499999995,15794.0,5.7578125,2.58,2.11834375,0.63477734375,152.29240625,65.59794140624999,169.0,2.0712617835937506,1379.433125,723.2906250000001,605.56484375,2953.4700000000003,0.205,35.352109375,99.795,0.205,-0.688246139,0.12052998729,1.1120671736487502,2.688246139,-0.688246139,111.5265625,725.2,9.8,5.9725656250000005,34.849000000000004,5.9725656250000005,7.209989843750001,1.513875,-11.85139954,-4.445264399430625,1.7339623182235937,10.75385982667,0.4903366883231248,4.990089135486251,7.0,2.4375,1.140625,2.3404519531250005,0.4084375,0.7147656250000001,0.0,1.375,0.859375,1.71875,3.69,1.795871875
Os1Sb1Te1,0.05,13.98369766809,26.04393661147543,8.040159295590287,19.9729910544572,146.53,29.13333333333333,68.46999999999998,8.42,15.69,4.846666666666668,170.66666666666666,15.555555555555552,140.33333333333334,22590.0,11842.333333333334,7165.111111111112,16350.0,3.333333333333333,2.2,2.1166666666666667,0.0555555555555556,133.16666666666666,38.02222222222222,86.99999999999999,0.216128888888889,2802.0,1644.1466666666663,1107.9022222222222,2583.34,3.0,33.111111111111114,85.0,3.0,0.477121255,1.267271723,0.5267669786666666,1.4673614169999998,0.477121255,248.66666666666663,582.0,48.0,31.67333333333333,40.47,31.67333333333333,17.451111111111114,0.1546666666666666,-11.22070399,-6.159789612223334,3.3739429185177783,8.07940148333,0.4460873155555556,4.677095335,4.0,3.0,0.6666666666666666,2.8888888888888893,8.666666666666666,1.777777777777778,0.0,1.6666666666666667,1.111111111111111,1.5555555555555554,2.65,2.0283333333333333
Al1Sb1,1.62,16.5944245175099,23.3929239806495,6.798499463139599,13.596998926279198,74.3707693,47.3892307,94.7784614,10.0,14.095,4.095000000000001,195.5,29.5,130.0,6697.0,4698.5,1998.5,3997.0,1.0,2.05,1.83,0.2199999999999998,72.85,30.35,60.7,1.311311,2326.0,918.625,14.845000000000027,29.69000000000005,24.0,105.5,211.0,24.0,1.380211242,1.875639552,0.49542831,0.99085662,1.380211242,180.5,225.0,68.0,15.25,9.079999999999998,15.25,4.539999999999999,0.0,-4.11736234,-3.93139273,0.1859696099999999,0.3719392199999998,0.3876720790000001,4.528042749,5.0,4.0,1.0,6.0,5.0,5.0,0.0,4.0,1.0,1.0,1.765,1.72
Sn1S1,1.42,26.9667852620646,27.0666655283679,0.0998802663033,0.1997605326066001,75.38749999999999,43.3225,86.645,15.53,15.91,0.3799999999999999,105.5,35.5,122.0,7310.0,4635.0,2675.0,5350.0,1.0,2.58,2.27,0.31,153.65,46.35,92.7,1.5080450000000003,1796.36,446.72,58.35999999999999,116.71999999999996,0.205,33.3975,66.795,0.205,-0.688246139,0.5689143320000001,1.2571604710000002,2.514320942,-0.688246139,149.9,280.2,9.8,4.4355,5.429,4.4355,2.7145,1.101,-4.09721671875,-4.029131904375,0.0680848143750001,0.1361696287500002,0.1652780035000001,4.8980219,4.0,3.0,1.0,4.0,5.0,5.0,0.0,3.0,1.0,1.0,1.88,1.49
Ag2O1,1.59,17.0756479498908,6208.782820796394,8255.609563795339,18575.12151853951,77.24526666666667,40.83057777777778,91.8688,10.27,12.633333333333333,3.151111111111111,154.0,94.66666666666669,118.66666666666669,10490.0,6993.809666666667,4661.587111111111,10488.571,2.222222222222222,3.44,2.433333333333333,0.6711111111111111,130.73333333333332,6.844444444444444,15.400000000000006,2.6852533333333337,1653.3666666666668,841.5533333333334,524.5022222222223,1180.13,0.02658,191.0992977777778,429.97342,430.0,-1.575445023,1.2304972963333334,1.870628212888889,4.2089134790000005,2.633468456,171.13666666666666,251.59,255.0,7.606666666666666,11.08,7.606666666666666,4.924444444444445,0.0,-4.756791905,-3.4291930083333333,0.885065931111111,1.991398345,0.2513718751111109,3.7897815366666654,2.0,1.3333333333333333,0.4444444444444444,2.222222222222222,6.666666666666667,4.444444444444444,0.0,0.6666666666666666,0.888888888888889,1.777777777777778,2.375,1.7383333333333333
In1N1,2.1,26.0826581603887,9309.290812389594,9283.208154229207,18566.41630845841,64.41235,50.40565,100.8113,13.54,14.65,1.1100000000000003,166.5,27.5,106.5,7310.0,3655.6255,3654.3745,7308.749,1.0,3.04,2.41,0.63,17.95,10.95,21.9,4.37387,1211.105,246.4,183.35,366.7,0.02583,40.987085,81.97417,0.02583,-1.587875594,0.162969129,1.7508447230000002,3.5016894460000003,-1.587875594,116.395,227.21,2.79,1.823,2.936,1.823,1.468,3.2185,-8.21144121,-5.4391215850000005,2.772319625,5.54463925,0.278067855,4.2449888355,5.0,4.0,1.0,4.0,5.0,5.0,0.0,4.0,1.0,1.0,2.05,1.295
Y1V1Te1O10,2.2,13.8448982209802,14307.906651132313,6591.216177472444,18578.35226826842,32.88010384615385,25.970313609467457,111.6006,8.32,17.096923076923076,1.350295857988166,53.46153846153846,63.78698224852072,87.76923076923077,6240.0,1295.0992307692309,1990.261893491124,6238.571,3.124260355029586,3.44,3.0269230769230764,0.6355029585798818,129.26153846153846,27.434319526627217,160.6,2.2344449704142004,727.6923076923077,404.0507692307692,537.3088757396449,2128.2,0.02658,6.171223668639053,30.97342,0.02658,-1.575445023,-0.9658091046153848,0.9379014128994084,3.0668067170000004,-1.575445023,70.3923076923077,449.59,3.41,4.036153846153846,21.28,4.036153846153846,5.871005917159764,0.0356923076923077,-8.93926069,-5.085621693974615,0.8050180118539643,5.79795818333,0.3784260399999999,3.624629968923077,9.0,2.923076923076923,1.5621301775147929,1.467455621301775,1.0769230769230769,1.668639053254438,0.0,1.6923076923076923,0.5207100591715977,1.0414201183431957,2.94,0.8992307692307693
Pt1Sb2,0.11,15.3604635067342,25.247770131437463,6.591537749802176,14.830959937054898,146.20133333333334,32.58844444444444,73.324,9.09,15.156666666666666,4.044444444444445,185.66666666666663,26.22222222222221,138.0,21090.0,11494.666666666666,6396.888888888888,14393.0,2.222222222222222,2.28,2.1266666666666665,0.1022222222222222,137.23333333333335,45.37777777777779,102.1,0.1557377777777778,2606.0,1282.986666666667,505.60888888888894,1137.62,24.0,21.33333333333333,48.0,24.0,1.380211242,1.53925166,0.2120538906666667,0.477121254,1.380211242,208.66666666666663,422.0,68.0,20.585,2.3850000000000016,20.585,1.0599999999999998,0.0,-6.02850968,-4.754411453333333,0.8493988177777778,1.9111473400000003,0.3879862693333334,4.649854911333333,3.0,2.6666666666666665,0.4444444444444445,4.0,9.666666666666666,0.4444444444444446,0.0,2.0,1.3333333333333333,1.3333333333333333,2.7,2.0766666666666667
Bi1.4Te3Sb0.6,0.17,30.1914234437891,33.9323525898008,0.8978229950428117,5.292035638417303,149.68571200000002,33.205025280000015,87.2204,18.19,20.4256,0.5365440000000005,114.48,57.38880000000002,140.92000000000002,9780.0,7286.039999999999,1396.6175999999996,3540.0,0.4800000000000001,2.1,2.0716,0.03408,152.03999999999996,45.792,99.0,0.6681958079999999,1494.16,694.4816,84.045696,359.38,3.0,4.704,21.0,3.0,0.477121255,0.7047632984,0.2731704520799999,0.903089987,0.477121255,81.76,112.0,48.0,15.91248,8.684,15.91248,2.6916288,0.2784,-4.11736234,-3.491499416802,0.4202362921583998,0.9760598333299996,0.0432296968319998,5.13537556828,3.0,2.4,0.48,5.3088,10.0,0.0,0.0,2.4,0.48,0.48,1.997,1.77296
Si1Se2,1.74,20.0163777166128,24.811328989422663,3.1966341818732444,7.192426909214799,62.00183333333333,22.610888888888883,50.8745,12.06,14.966666666666669,1.937777777777778,85.0,94.66666666666669,117.0,4819.0,3989.3333333333335,1106.2222222222222,2489.0,0.8888888888888887,2.55,2.333333333333333,0.2888888888888887,174.53333333333333,27.28888888888889,61.400000000000006,0.7114266666666662,1696.3333333333333,891.6666666666666,530.2222222222222,1193.0,0.52,66.43555555555555,149.48,0.52,-0.283996656,0.536032649,1.0933724066666668,2.460087915,-0.283996656,137.0,333.0,26.0,21.19666666666667,43.52,21.19666666666667,19.342222222222222,0.7903333333333333,-5.424918005,-4.122167275,0.8685004866666667,1.9541260950000003,0.1261462968888889,4.578640387666667,4.0,2.6666666666666665,0.8888888888888888,5.333333333333333,6.666666666666667,4.444444444444444,0.0,2.6666666666666665,0.8888888888888888,0.8888888888888888,1.42,1.3299999999999998
Pb1Te0.05Se0.95,0.26,27.2088046258276,28.94381092170144,1.6482559810801471,6.747884096719599,144.296,62.904,128.24,16.42,17.441000000000003,0.96995,122.95,103.5025,133.45,11340.0,8115.025,3224.975,6521.0,1.0,2.55,2.42875,0.1151874999999998,114.93,79.83,159.9,1.1493102500000003,1497.575,553.0215000000001,56.070425,228.66,0.52,17.177999999999997,34.48,35.0,-0.283996656,0.649063641775,0.895004402225,1.8280647,1.544068044,102.55,152.0,178.0,5.99925,12.605999999999998,5.99925,1.2252500000000002,0.391125,-3.62902961,-3.54167352491675,0.0873560850832499,0.4877271033299997,0.0576420439624998,4.774287931925,4.0,3.0,1.0,6.0,10.0,0.0,0.0,3.0,1.0,1.0,2.09,1.6971249999999998
In4Te3,0.55,26.0826581603887,29.45724268702806,3.8566680304449794,7.874030562158499,120.29599999999998,6.260571428571424,12.781999999999996,15.76,17.774285714285714,2.302040816326531,144.57142857142858,6.367346938775512,140.28571428571428,7310.0,6851.428571428572,524.0816326530612,1070.0,1.469387755102041,2.1,1.9171428571428573,0.1567346938775511,98.02857142857142,79.00408163265307,161.29999999999998,1.578729795918368,1880.428571428572,555.2828571428571,143.46612244897958,292.91,3.0,38.693877551020414,79.0,82.0,0.477121255,1.2980884532857144,0.7036861699591836,1.436692597,1.913813852,152.0,182.0,230.0,9.329142857142855,14.089,9.329142857142855,6.900734693877551,0.1988571428571428,-3.14130250667,-2.870159337144286,0.2324084310220409,0.4745005466700003,0.2275872538775508,4.846231604857143,5.0,3.7142857142857135,1.469387755102041,1.469387755102041,10.0,0.0,0.0,3.7142857142857135,1.469387755102041,1.469387755102041,2.05,1.887142857142857
Cs1Bi1S2,1.4,27.1665457946712,51.8181416198682,32.8189370940279,90.2894700132528,101.503962975,69.43896297500001,176.9154,15.53,30.8275,20.05625,95.25,66.875,150.5,9780.0,3894.75,2942.625,7901.0,5.5,2.58,1.9925,0.60125,134.175,65.825,154.5,2.3851537500000006,1054.11,405.6775,69.36125,242.81,0.205,12.44875,35.795,0.205,-0.688246139,0.2707250524999999,0.9589711915,2.24454864,-0.688246139,61.15,150.2,9.8,4.1595,9.385,4.1595,3.47325,1.101,-4.09721671875,-3.255688574375,1.2005310571875,3.2425902587500004,0.8672096612499998,5.551290425,3.0,2.0,0.5,9.25,2.5,3.75,0.0,1.75,0.875,1.375,4.31,2.12675
Ce2S3,1.12,27.1665457946712,30.21372806813628,3.656618728158095,7.6179556836627,75.28540000000001,51.86448,108.05100000000002,15.53,17.594,2.476800000000001,119.6,59.52,144.6,6689.0,3851.6,2269.92,4729.0,6.24,2.58,1.996,0.7008,140.0,72.0,150.0,2.3142288,1883.832,661.4159999999999,327.6672,682.64,0.205,5.1816,10.795,0.205,-0.688246139,0.0036093905999999,0.8302266355200001,1.7296388239999998,-0.688246139,145.88,340.2,9.8,3.2166,3.739,3.2166,1.79472,1.3212,-4.77656965,-4.36895789125,0.3260894069999997,0.6793529312499995,0.2328527164800001,4.9342646968,22.0,10.0,9.6,0.96,0.4,0.4800000000000001,13.0,1.2,0.9600000000000002,1.9200000000000004,4.5,2.46
Rh1P2,1.0,13.7255098107475,23.3845844813433,6.439383113730533,14.4886120058937,54.951008,31.96966133333333,71.931738,8.28,14.106666666666667,3.884444444444444,76.33333333333333,99.11111111111111,118.66666666666669,12450.0,5365.333333333333,4723.11111111111,10627.0,2.6666666666666665,2.28,2.22,0.04,84.56666666666666,16.755555555555556,37.7,1.3456844444444442,1691.6666666666667,957.2,853.1999999999999,1919.7,0.236,66.56177777777778,149.764,0.236,-0.627087997,0.3073050883333334,1.245857447111111,2.803179256,-0.627087997,173.26666666666665,482.6,12.4,21.223333333333333,8.05,21.223333333333333,3.577777777777778,1.0833333333333333,-7.25364552,-6.018221201666667,0.823616212222222,1.8531364775,0.2445581817777777,4.254970092,3.0,3.0,0.0,1.7777777777777777,2.6666666666666665,3.555555555555556,0.0,2.0,1.3333333333333333,1.3333333333333333,2.52,1.6666666666666667
Ga0.99As0.99Zn0.01Se0.01,1.39,15.2056837348025,20.67263965583205,1.1061744702324463,12.0031208910251,72.32077699999999,2.641207,13.579999999999998,9.16,12.37915,0.6055499999999994,114.89,51.39,120.505,7140.0,5817.139999999999,99.22,2321.0,1.01,2.55,1.9960500000000003,0.18765,53.8905,25.2795,195.0,1.8923285106000003,1675.87,695.42385,390.6303885,787.0899999999999,0.52,10.9924,119.48,29.0,-0.283996656,1.57385308394,0.12891903248,2.3631779020000003,1.462397998,143.483,230.0,32.4,14.931165,18.855,14.931165,9.41374665,0.003995,-4.650889115,-3.8168104457875,0.8257378825203752,3.4108892,0.0956117627750001,4.341640791290001,5.0,3.97,1.0196999999999998,1.01,10.000000000000002,1.7763568394002505e-15,0.0,3.97,1.0196999999999998,1.01,1.88,1.555275
Cd3As2,0.64,21.580025455795,21.6376015683482,0.0690913350638396,0.1439402813829993,97.41524,17.994912000000003,37.4894,12.95,12.98,0.0240000000000001,182.8,13.439999999999998,134.0,8650.0,7480.8,1403.04,2923.0,1.44,2.18,1.886,0.2352,31.2,37.44,78.0,0.3814944000000008,978.8,792.5319999999999,237.9744,495.78,50.0,22.56,47.0,97.0,1.698970004,1.871651042,0.1381448304,0.28780173,1.986771734,72.96000000000001,67.6,100.0,13.502,18.23,13.502,8.7504,0.0,-4.650889115,-2.347660181,1.8425831472,3.83871489,0.0714061560000001,4.347265232,3.0,1.2,1.44,1.44,10.0,0.0,0.0,1.2,1.44,1.44,2.215,1.895
Sb2Se3,1.3,27.2088046258276,28.401852153012204,1.43165703262152,2.982618817961498,96.08,20.544000000000004,42.80000000000001,16.42,17.128000000000004,0.8496000000000002,74.8,72.96,127.6,6697.0,5570.2,901.44,1878.0,0.4800000000000001,2.55,2.35,0.2399999999999999,158.28,44.064,91.8,0.5491199999999999,1318.8,657.912,196.6944,409.78,0.52,11.2704,23.48,0.52,-0.283996656,0.3816865031999999,0.79881979104,1.664207898,-0.283996656,42.8,42.0,26.0,11.93,13.099999999999998,11.93,6.287999999999999,0.4794,-4.11736234,-3.729420082,0.3103538063999999,0.6465704299999997,0.12139343232,4.8252962862,3.0,2.4,0.48,0.4800000000000001,10.0,0.0,0.0,2.4,0.48,0.48,1.765,1.477
Ce2Ge2Se7,1.1,22.6609763823586,27.759326191107107,2.554609195355195,12.1235250959753,88.93018181818182,18.61302479338844,67.47600000000001,13.63,16.68909090909091,1.4548760330578516,85.0909090909091,90.4793388429752,135.27272727272728,6689.0,5250.636363636364,549.3553719008265,1870.0,3.735537190082644,2.55,2.191818181818182,0.4558677685950412,154.8181818181818,51.14049586776859,145.0,1.4038528925619835,1832.5454545454545,729.3454545454546,299.5305785123967,717.4000000000001,0.52,17.003636363636364,59.48,0.52,-0.283996656,0.3319192070909091,0.783892916661157,2.062147906,-0.283996656,140.9090909090909,324.0,26.0,11.966363636363637,31.48,11.966363636363637,9.081322314049586,0.5780909090909091,-4.77656965,-3.916432887272727,0.5671794256198346,1.30577774,0.1520390543471075,4.774202432090909,22.0,6.0,5.818181818181818,3.4380165289256195,8.363636363636363,2.6776859504132235,13.0,2.0,0.7272727272727273,1.3884297520661155,4.5,1.9195454545454549
Zn1As2,0.91,15.2056837348025,19.551205069719497,2.897014223278,6.518282002375498,71.74106666666667,4.240711111111111,9.541600000000004,9.16,11.686666666666667,1.6844444444444435,175.33333333333334,12.444444444444448,120.0,7140.0,6198.0,628.0,1413.0,1.3333333333333333,2.18,2.0033333333333334,0.2355555555555556,52.0,34.666666666666664,78.0,0.1752893333333336,984.6666666666666,957.56,176.5866666666667,397.3200000000001,50.0,31.11111111111111,70.0,50.0,1.698970004,1.8257070846666668,0.1689827742222223,0.3802112420000001,1.698970004,61.26666666666667,86.6,32.4,18.64933333333333,17.372,18.64933333333333,7.720888888888889,0.0,-4.650889115,-3.513926048333333,1.5159507555555554,3.4108892,0.224884520888889,4.247220324333333,3.0,2.0,1.3333333333333333,1.3333333333333333,10.0,0.0,0.0,2.0,1.3333333333333333,1.3333333333333333,1.88,1.57
Na1Bi1S2,0.38,27.1665457946712,32.31371988845038,5.147174093779174,12.271783087581497,74.02504232,67.47767884000001,185.99063072,15.53,19.0375,3.5075000000000003,95.25,66.875,131.0,9780.0,3667.0,3056.5,8812.0,5.5,2.58,2.0275,0.5525,136.0,64.0,147.2,2.0738610000000004,1107.11,422.9975,60.70124999999999,173.52999999999997,0.205,51.44875,139.795,0.205,-0.688246139,0.41818143625,1.10642757525,2.834374175,-0.688246139,69.325,150.2,9.8,4.287,9.385,4.287,3.4095,1.101,-4.09721671875,-3.3570923052075,1.0484254609387502,2.8369753354200005,0.11907548475,4.83981037375,3.0,2.0,0.5,9.25,2.5,3.75,0.0,1.75,0.875,1.375,2.65,1.71175
Hg0.25Zn0.75Te1,1.37,15.2056837348025,25.75694352052831,8.199745202018887,18.7510049877447,113.39125,36.0084375,135.21,9.16,15.42625,5.03375,169.5,18.375,131.25,13534.0,7489.25,1511.1875,7294.0,2.0,2.1,1.91875,0.2015625000000001,95.1,95.1,190.2,0.3227121249999998,1151.71625,650.375,104.01374999999996,488.34,3.0,54.346875,117.0,3.0,0.477121255,1.13313835625,0.7095321673125,1.602059991,0.477121255,76.025,71.0,48.0,11.627375,15.085,11.627375,5.752625,0.232,-3.14130250667,-2.06691441676175,1.07438808990825,2.8911969442560004,0.4664150704687498,4.605743432000001,2.0,1.0,1.0,2.8125,10.0,0.0,0.0,1.0,1.0,2.0,2.41,1.84125
